Player,height,weight,collage
Kirk Haston,206,109,Indiana University
Brendan Haywood,213,121,University of North Carolina
Steven Hunter,213,99,DePaul University
Mike James,188,85,Duquesne University
Richard Jefferson,201,105,University of Arizona
Joe Johnson,201,90,University of Iowa
Alvin Jones,211,120,Georgia Institute of Technology
Andrei Kirilenko,206,99,
Terence Morris,206,100,University of Maryland
Troy Murphy,211,111,University of Notre Dame
Dean Oliver,180,81,University of Iowa
Tony Parker,188,83,
Vladimir Radmanovic,208,102,
Zach Randolph,206,117,Michigan State University
Zeljko Rebraca,213,116,
Jason Richardson,198,99,Michigan State University
Norm Richardson,196,86,Hofstra University
Jeryl Sasser,198,90,Southern Methodist University
Kenny Satterfield,188,84,University of Cincinnati
Brian Scalabrine,206,109,University of Southern California
Ansu Sesay,206,102,University of Mississippi
Bobby Simmons,201,95,DePaul University
Leon Smith,208,106,
Will Solomon,185,83,Clemson University
Etan Thomas,206,116,Syracuse University
Jamaal Tinsley,190,88,Iowa State University
Oscar Torres,198,95,
Jeff Trepagnier,193,90,University of Southern California
Ratko Varda,216,117,
Gerald Wallace,201,97,University of Alabama
Earl Watson,185,88,"University of California, Los Angeles"
Rodney White,203,95,University of South Alabama
Loren Woods,216,111,University of Arizona
Robert Archibald,211,113,University of Illinois at Urbana-Champaign
Maceo Baston,206,97,University of Michigan
Mike Batiste,203,102,Arizona State University
Lonny Baxter,203,117,University of Maryland
Carlos Boozer,206,117,Duke University
J.R. Bremer,206,117,
Devin Brown,185,72,Jacksonville University
Pat Burke,211,113,Auburn University
Caron Butler,201,103,University of Connecticut
Rasual Butler,201,97,La Salle University
Dan Dickau,183,86,Gonzaga University
Juan Dixon,190,74,University of Maryland
Melvin Ely,208,117,"California State University, Fresno"
Reggie Evans,203,111,University of Iowa
Dan Gadzuric,211,108,"University of California, Los Angeles"
Manu Ginobili,198,92,
Gordan Giricek,198,95,
Drew Gooden,208,113,University of Kansas
Marcus Haislip,208,104,University of Tennessee
Adam Harrington,196,90,Auburn University
Junior Harrington,193,81,Wingate University
Juaquin Hawkins,201,99,"California State University, Long Beach"
Nene Hilario,211,113,
Nate Huffman,216,111,Central Michigan University
Ryan Humphrey,203,106,University of Notre Dame
Casey Jacobsen,198,97,Stanford University
Marko Jaric,201,89,
Chris Jefferies,203,102,"California State University, Fresno"
Jared Jeffries,211,104,Indiana University
Fred Jones,193,95,University of Oregon
Sean Lampley,201,102,University of California
Tito Maddox,193,86,"California State University, Fresno"
Roger Mason,196,90,University of Virginia
Yao Ming*,229,140,
Ronald Murray,193,86,Shaw University
Bostjan Nachbar,206,100,
Mehmet Okur,211,112,
Chris Owens,201,111,University of Texas at Austin
Jannero Pargo,185,79,University of Arkansas
Smush Parker,193,86,Fordham University
Tayshaun Prince,206,96,University of Kentucky
Igor Rakocevic,190,83,
Efthimi Rentzias,211,113,
Antoine Rigaudeau,201,95,
Guy Rucker,211,120,University of Iowa
Kareem Rush,198,97,University of Missouri
John Salmons,201,95,University of Miami
Jamal Sampson,211,106,University of California
Predrag Savovic,198,102,University of Hawaii
Paul Shirley,208,104,Iowa State University
Tamar Slay,203,97,Marshall University
Amar'e Stoudemire,208,111,
Cezary Trybanski,218,108,
Nikoloz Tskitishvili,213,102,
Dajuan Wagner,183,77,University of Texas at Austin
Jiri Welsch,201,94,
Chris Wilcox,208,100,University of Maryland
Mike Wilks,178,83,Rice University
Frank Williams,193,86,Portland State University
Jay Williams,206,108,St. John's University
Qyntel Woods,203,100,Northeast Mississippi Community College
Vincent Yarbrough,201,95,University of Tennessee
Carmelo Anthony,203,108,Syracuse University
Marcus Banks,188,90,"University of Nevada, Las Vegas"
Leandro Barbosa,190,87,
Matt Barnes,203,95,Providence College
Jerome Beasley,208,107,University of North Dakota
Troy Bell,185,81,Boston College
Steve Blake,190,78,University of Maryland
Keith Bogans,196,97,University of Kentucky
Curtis Borchardt,213,108,Stanford University
Chris Bosh,211,106,Georgia Institute of Technology
Torraye Braggs,203,111,Xavier University
Zarko Cabarkapa,211,106,
Matt Carroll,198,96,University of Notre Dame
Maurice Carter,196,95,Louisiana State University
Brian Cook,206,106,University of Illinois at Urbana-Champaign
Omar Cook,185,86,St. John's University
Marquis Daniels,198,90,Auburn University
Josh Davis,188,77,University of Dayton
Boris Diaw,203,113,
Kaniel Dickens,203,97,University of Idaho
Ronald Dupree,201,94,Louisiana State University
Ndudi Ebi,206,90,
Francisco Elson,213,106,University of California
Desmond Ferguson,201,92,University of Detroit Mercy
T.J. Ford,201,92,
Richie Frahm,196,95,Gonzaga University
Hiram Fuller,206,108,"California State University, Fresno"
Reece Gaines,198,92,University of Louisville
Alex Garcia,190,99,
Willie Green,193,90,University of Detroit Mercy
Ben Handlogten,208,108,Western Michigan University
Travis Hansen,198,92,Brigham Young University
Udonis Haslem,203,106,University of Florida
Jarvis Hayes,201,99,University of Georgia
Kirk Hinrich,193,86,University of Kansas
Josh Howard,201,95,Wake Forest University
Brandon Hunter,201,117,Ohio University
LeBron James,203,113,
Britton Johnsen,208,95,University of Utah
Linton Johnson,203,92,Tulane University
Dahntay Jones,190,83,University of Houston
James Jones,190,81,Assumption College
Chris Kaman,213,120,Central Michigan University
Jason Kapono,203,96,"University of California, Los Angeles"
Kyle Korver,201,96,Creighton University
Maciej Lampe,211,124,
Raul Lopez,185,77,
Keith McLeod,188,85,Bowling Green State University
Darko Milicic,213,113,
Travis Outlaw,206,95,
Zaza Pachulia,211,122,
Sasha Pavlovic,211,122,
Desmond Penigar,201,111,Utah State University
Kirk Penney,196,99,University of Wisconsin
Kendrick Perkins,208,122,
Mickael Pietrus,198,97,
Zoran Planinic,201,88,
Luke Ridnour,188,79,University of Oregon
Theron Smith,203,102,Ball State University
Darius Songaila,206,112,Wake Forest University
Mike Sweetney,203,124,Georgetown University
Ime Udoka,198,97,Portland State University
Slavko Vranes,226,124,
Dwyane Wade,193,99,Marquette University
Luke Walton,203,106,University of Arizona
David West,206,113,Xavier University
Mo Williams,203,102,University of Notre Dame
Tony Allen,193,96,Oklahoma State University
Rafael Araujo,211,127,Brigham Young University
Trevor Ariza,203,97,"University of California, Los Angeles"
Maurice Baker,185,79,Oklahoma State University
Andre Barrett,178,78,Seton Hall University
Andris Biedrins,211,108,
Tony Bobbitt,193,86,University of Cincinnati
Matt Bonner,208,106,University of Florida
Antonio Burks,185,90,University of Memphis
Jackie Butler,208,113,
Geno Carlisle,190,81,University of California
Lionel Chalmers,183,81,Xavier University
Josh Childress,203,95,Stanford University
Nick Collison,208,115,University of Kansas
Erik Daniels,203,97,University of Kentucky
Carlos Delfino,198,104,
Luol Deng,206,99,Duke University
Chris Duhon,185,83,Duke University
Corsley Edwards,206,124,Central Connecticut State University
John Edwards,213,124,Kent State University
Andre Emmett,196,104,Texas Tech University
Luis Flores,188,90,Manhattan College
Matt Freije,208,108,Vanderbilt University
Ben Gordon,190,90,University of Connecticut
Devin Harris,190,87,University of Wisconsin
David Harrison,213,127,University of Colorado
Dwight Howard,211,120,
Kris Humphries,206,106,University of Minnesota
Andre Iguodala,198,97,University of Arizona
Didier Ilunga-Mbenga,198,97,
Royal Ivey,190,90,University of Texas at Austin
Al Jefferson,208,131,
Horace Jenkins,185,81,William Paterson University
Mario Kasun,216,117,
Viktor Khryapa,206,95,
Brandin Knight,178,78,Stanford University
Nenad Krstic,213,108,
Ibo Kutluay,198,90,
Shaun Livingston,201,87,
Kevin Martin,206,106,University of Cincinnati
Jameer Nelson,183,86,Saint Joseph's University
Andres Nocioni,201,102,
Emeka Okafor,208,114,University of Connecticut
Pavel Podkolzin,226,117,
Peter John,226,117,
Justin Reed,203,108,University of Mississippi
Jared Reiner,211,115,University of Iowa
Bernard Robinson,198,95,University of Michigan
Quinton Ross,198,88,Southern Methodist University
Ha Seung-Jin,221,138,
Donta Smith,188,86,University of Minnesota
J.R. Smith,188,86,
Josh Smith,213,106,University of Southern Colorado
Kirk Snyder,198,102,"University of Nevada, Reno"
Pape Sow,208,113,"California State University, Fullerton"
Awvee Storey,198,100,Arizona State University
Robert Swift,213,111,
Yuta Tabuse,175,74,Brigham Young University Hawaii
Sebastian Telfair,183,74,
Billy Thomas,193,94,University of Kansas
James Thomas,198,97,Providence College
Beno Udrih,190,92,
Anderson Varejao,208,123,
Jackson Vroman,208,99,Iowa State University
Sasha Vujacic,201,88,
Delonte West,193,81,Saint Joseph's University
Damien Wilkins,208,99,Idaho State University
Dorell Wright,206,92,
Alex Acker,196,83,Pepperdine University
Alan Anderson,198,99,Michigan State University
Martynas Andriuskevicius,218,108,
Earl Barron,213,113,University of Memphis
Eddie Basden,196,97,University of North Carolina at Charlotte
Brandon Bass,203,113,Louisiana State University
Esteban Batista,208,122,
Andray Blatche,211,106,
Andrew Bogut,213,117,University of Utah
Kevin Burleson,190,92,University of Minnesota
Andrew Bynum,213,129,
Will Bynum,183,83,Georgia Institute of Technology
Jose Calderon,190,90,
Travis Diener,185,79,Marquette University
Ike Diogu,203,113,Arizona State University
Monta Ellis,190,83,
Daniel Ewing,190,83,Duke University
Noel Felix,206,102,"California State University, Fresno"
Raymond Felton,185,92,University of North Carolina
Gerald Fitch,190,85,University of Kentucky
Sharrod Ford,201,95,University of Illinois at Chicago
Channing Frye,211,115,University of Arizona
Deng Gai,206,113,Fairfield University
Francisco Garcia,201,88,University of Louisville
Ryan Gomes,201,113,Providence College
Joey Graham,201,102,Oklahoma State University
Stephen Graham,198,97,Oklahoma State University
Danny Granger,206,100,University of New Mexico
Devin Green,201,95,Hampton University
Gerald Green,201,92,
Orien Greene,193,94,University of Louisiana at Lafayette
Anthony Grundy,190,81,North Carolina State University
Chuck Hayes,198,108,University of Kentucky
Luther Head,190,83,University of Illinois at Urbana-Champaign
Julius Hodge,201,95,North Carolina State University
Randy Holcomb,206,102,San Diego State University
Jarrett Jack,190,90,Georgia Institute of Technology
Sarunas Jasikevicius,193,88,University of Maryland
Amir Johnson,206,108,
Dwayne Jones,208,95,University of Houston
Linas Kleiza,203,111,University of Missouri
Yaroslav Korolev,206,92,
David Lee,201,102,University of San Francisco
Arvydas Macijauskas,193,97,
Rawle Marshall,206,86,Oakland University
Jason Maxiell,201,117,University of Cincinnati
Sean May,206,120,University of North Carolina
Rashad McCants,193,93,University of North Carolina
Aaron Miles,185,79,University of Kansas
C.J. Miles,185,79,
Sergei Monia,203,99,
Boniface N'Dong,213,89,
Fabricio Oberto,208,111,
Andre Owens,193,90,University of Houston
Chris Paul,183,79,Wake Forest University
Johan Petro,213,112,
Josh Powell,206,102,North Carolina State University
Ronnie Price,188,86,Utah Valley State College
Shavlik Randolph,208,108,Duke University
Anthony Roberson,196,83,Oral Roberts University
Lawrence Roberts,206,108,Mississippi State University
Nate Robinson,175,81,University of Washington
Melvin Sanders,196,95,Oklahoma State University
Alex Scales,193,83,University of Oregon
Luke Schenscher,216,115,Georgia Institute of Technology
Wayne Simien,206,115,University of Kansas
James Singleton,203,97,Murray State University
Salim Stoudamire,185,81,University of Arizona
Chris Taft,208,117,University of Pittsburgh
Donell Taylor,198,81,University of Alabama at Birmingham
Dijon Thompson,201,88,"University of California, Los Angeles"
Ronny Turiaf,208,112,Gonzaga University
Charlie Villanueva,211,105,University of Connecticut
Von Wafer,196,95,Florida State University
Matt Walsh,198,92,University of Florida
Hakim Warrick,206,99,Syracuse University
Martell Webster,216,102,Morgan State University
Robert Whaley,208,117,Walsh University
Deron Williams,190,90,University of Illinois at Urbana-Champaign
Lou Williams,206,90,Stetson University
Marvin Williams,185,89,University of Alabama
Antoine Wright,201,95,Texas A&M University
Bracey Wright,211,102,"University of California, Los Angeles"
Derrick Zimmerman,190,88,Mississippi State University
Hassan Adams,193,99,University of Arizona
Maurice Ager,196,91,Michigan State University
LaMarcus Aldridge,211,117,University of Texas at Austin
Lou Amundson,206,99,"University of Nevada, Las Vegas"
Hilton Armstrong,211,106,University of Connecticut
James Augustine,208,106,University of Illinois at Urbana-Champaign
Kelenna Azubuike,196,99,University of Kentucky
Renaldo Balkman,203,94,University of South Carolina
J.J. Barea,203,94,
Andrea Bargnani,213,111,
Will Blalock,183,92,Iowa State University
Josh Boone,208,107,University of Connecticut
Cedric Bozeman,198,93,"University of California, Los Angeles"
Ronnie Brewer,193,81,University of Arkansas
Andre Brown,206,111,DePaul University
Shannon Brown,193,92,Michigan State University
Rodney Carney,201,92,University of Memphis
Mardy Collins,198,99,Temple University
Will Conroy,188,88,University of Washington
Paul Davis,211,122,Michigan State University
Yakhouba Diawara,201,102,Pepperdine University
Quincy Douby,190,79,Rutgers University
Jordan Farmar,188,81,"University of California, Los Angeles"
Desmon Farmer,196,99,University of Southern California
Randy Foye,193,96,Villanova University
Jorge Garbajosa,206,111,
Rudy Gay,203,104,University of Connecticut
Mickael Gelabale,201,97,
Daniel Gibson,188,86,University of Texas at Austin
Andreas Glyniadakis,216,127,
Lynn Greer,188,79,Temple University
Mike Hall,203,104,George Washington University
Walter Herrmann,206,102,
Robert Hite,188,83,University of Miami
Ryan Hollins,213,108,"University of California, Los Angeles"
Mile Ilic,216,104,
Ersan Ilyasova,208,106,
Alexander Johnson,206,108,Florida State University
Solomon Jones,208,104,University of South Florida
Tarence Kinsey,198,83,University of South Carolina
James Lang,208,129,
Kyle Lowry,183,92,Villanova University
Renaldo Major,201,90,"California State University, Fresno"
Damir Markota,208,102,
Chris McCray,196,87,University of Maryland
Ivan McFarlin,203,108,Oklahoma State University
Pops Mensah-Bonsu,206,108,George Washington University
Paul Millsap,203,111,Louisiana Tech University
Randolph Morris,208,120,University of Kentucky
Adam Morrison,203,92,Gonzaga University
David Noel,198,104,University of North Carolina
Steve Novak,208,102,Marquette University
Patrick O'Bryant,213,117,Bradley University
Kevinn Pinkney,208,111,"University of Nevada, Reno"
Leon Powe,203,108,University of California
Roger Powell,198,106,University of Illinois at Urbana-Champaign
Chris Quinn,188,83,University of Notre Dame
Allan Ray,188,86,Villanova University
J.J. Redick,188,86,
Jeremy Richardson,198,83,Delta State University
Sergio Rodriguez,190,79,
Rajon Rondo,185,84,University of Kentucky
Brandon Roy,198,97,University of Washington
Thabo Sefolosha,201,99,
Mouhamed Sene,201,99,
Cedric Simmons,206,106,North Carolina State University
Uros Slokar,208,107,
Craig Smith,201,113,Boston College
Steven Smith,201,90,Michigan State University
Vassilis Spanoulis,193,88,
Tyrus Thomas,206,97,Louisiana State University
P.J. Tucker,206,97,
Marcus Vinicius,206,97,
James White,206,131,Georgetown University
Justin Williams,208,102,University of Wyoming
Marcus Williams,185,89,University of Alabama
Shawne Williams,185,91,University of North Carolina
Shelden Williams,185,91,University of North Carolina
Arron Afflalo,196,95,"University of California, Los Angeles"
Blake Ahearn,188,86,Missouri State University
Lance Allred,211,113,Weber State University
Morris Almond,198,102,Rice University
Joel Anthony,206,111,"University of Nevada, Las Vegas"
Marco Belinelli,196,95,
Corey Brewer,206,84,University of Florida
Aaron Brooks,183,73,University of Oregon
Wilson Chandler,203,102,DePaul University
Mike Conley,185,79,Ohio State University
Daequan Cook,190,83,University of Portland
Javaris Crittenton,196,90,Georgia Institute of Technology
Jermareo Davidson,208,104,University of Alabama
Glen Davis,206,131,Louisiana State University
Guillermo Diaz,188,87,University of Miami
Jared Dudley,201,102,Boston College
Kevin Durant,206,108,University of Texas at Austin
Nick Fazekas,211,106,"University of Nevada, Reno"
Kyrylo Fesenko,216,130,
Thomas Gardner,196,102,University of Missouri
Marcin Gortat,211,108,
Aaron Gray,213,122,University of Pittsburgh
Jeff Green,196,88,University of Maryland
Taurean Green,183,80,University of Florida
Mike Harris,198,108,Rice University
Spencer Hawes,216,111,University of Washington
Al Horford,208,111,University of Florida
Yi Jianlian,213,108,
Coby Karl,196,97,Boise State University
Carl Landry,206,112,Purdue University
Keith Langford,193,97,University of Kansas
Stephane Lasme,203,97,University of Massachusetts Amherst
Acie Law,190,88,Texas A&M University
Ian Mahinmi,211,113,
Dominic McGuire,206,99,"California State University, Fresno"
Josh McRoberts,208,108,Duke University
Jamario Moon,203,92,Meridian Community College
Juan Carlos,203,92,
Demetris Nichols,203,97,Syracuse University
Joakim Noah,211,104,University of Florida
Oleksiy Pecherov,213,105,
Kosta Perovic,218,108,
Kasib Powell,201,97,Texas Tech University
Gabe Pruitt,193,77,University of Southern California
Chris Richard,206,122,University of Florida
Cheikh Samb,216,111,
Luis Scola,206,108,
Ramon Sessions,190,86,"University of Nevada, Reno"
Courtney Sims,208,111,University of Michigan
Jason Smith,211,113,Louisiana State University
D.J. Strawberry,211,113,
Rodney Stuckey,196,95,Eastern Washington University
Al Thornton,203,99,Florida State University
Alando Tucker,203,86,Oklahoma Baptist University
Darius Washington,188,88,University of Memphis
Darryl Watkins,211,117,Syracuse University
C.J. Watson,211,117,
Mario West,208,104,Old Dominion University
Sean Williams,208,106,Boston College
Brandan Wright,211,102,"University of California, Los Angeles"
Julian Wright,203,102,University of Kansas
Nick Young,201,95,University of Southern California
Thaddeus Young,203,100,Georgia Institute of Technology
Alexis Ajinca,218,112,
Joe Alexander,203,104,West Virginia University
Ryan Anderson,208,108,University of California
Darrell Arthur,206,106,University of Kansas
D.J. Augustin,206,106,
Nicolas Batum,203,90,
Jerryd Bayless,190,90,University of Arizona
Michael Beasley,206,106,Kansas State University
Bobby Brown,193,92,Miami University
Mario Chalmers,188,86,University of Kansas
Joe Crawford,196,95,University of Kentucky
Joey Dorsey,203,121,University of Memphis
Chris Douglas-Roberts,201,90,University of Memphis
Goran Dragic,190,86,
Rudy Fernandez,198,83,
Danilo Gallinari,208,102,
Marc Gasol,216,115,
J.R. Giddens,216,115,
Eric Gordon,193,97,Indiana University
Donte Greene,211,102,Syracuse University
Hamed Haddadi,218,115,
Malik Hairston,198,99,University of Oregon
Roy Hibbert,218,122,Georgetown University
J.J. Hickson,218,122,
George Hill,190,85,Indiana University-Purdue University Indianapolis
Steven Hill,213,112,University of Arkansas
Othello Hunter,203,102,Ohio State University
Darnell Jackson,206,114,University of Kansas
Nathan Jawai,208,127,Midland College
Dontell Jefferson,196,88,University of Arkansas
Trey Johnson,196,98,Jackson State University
DeAndre Jordan,211,120,Texas A&M University
Kosta Koufos,213,120,Ohio State University
Rob Kurz,206,105,University of Notre Dame
Courtney Lee,196,90,Western Kentucky University
Brook Lopez,213,124,Stanford University
Robin Lopez,213,115,Stanford University
Kevin Love,208,113,"University of California, Los Angeles"
Cartier Martin,201,99,Kansas State University
O.J. Mayo,201,99,
Luc Mbah,201,99,
JaVale McGee,213,122,"University of Nevada, Reno"
Anthony Morrow,196,95,Georgia Institute of Technology
DeMarcus Nelson,193,90,Duke University
Greg Oden,213,113,Ohio State University
Anthony Randolph,208,92,Louisiana State University
Derrick Rose,190,86,University of Memphis
Brandon Rush,198,99,University of Kansas
Walter Sharpe,206,111,University of Alabama at Birmingham
Sean Singletary,183,83,University of Virginia
Marreese Speights,208,115,University of Florida
Mike Taylor,188,74,Iowa State University
Jason Thompson,185,83,University of South Carolina
Anthony Tolliver,203,108,Creighton University
Roko Ukic,196,83,
Henry Walker,196,83,
Kyle Weaver,198,91,Washington State University
Sonny Weems,198,92,University of Arkansas
Russell Westbrook,190,90,"University of California, Los Angeles"
D.J. White,190,90,
Jawad Williams,206,108,St. John's University
Sun Yue,206,92,
David Andersen,208,104,Augsburg College
Antonio Anderson,188,83,Canisius College
Jeff Ayres,188,83,
Rodrigue Beaubois,183,77,
DeJuan Blair,201,122,University of Pittsburgh
Jon Brockman,201,115,University of Washington
Derrick Brown,185,72,Jacksonville University
Chase Budinger,201,94,University of Arizona
DeMarre Carroll,203,97,University of Missouri
Omri Casspi,206,102,
Earl Clark,208,102,University of Louisville
Darren Collison,183,79,"University of California, Los Angeles"
Dante Cunningham,203,104,Villanova University
JamesOn Curry,190,86,Oklahoma State University
Stephen Curry,190,86,Davidson College
Austin Daye,211,99,Gonzaga University
DeMar DeRozan,201,100,University of Southern California
Toney Douglas,188,88,Florida State University
Wayne Ellington,193,90,University of North Carolina
Tyreke Evans,198,99,University of Memphis
Jonny Flynn,183,83,Syracuse University
Sundiata Gaines,185,83,University of Georgia
Alonzo Gee,198,102,University of Alabama
Taj Gibson,206,102,University of Southern California
Trey Gilder,206,83,Northwestern State University
Danny Green,206,100,"University of California, Los Angeles"
Taylor Griffin,201,107,University of Oklahoma
Tyler Hansbrough,206,113,University of North Carolina
James Harden,196,99,Arizona State University
Jordan Hill,208,106,University of Arizona
Jrue Holiday,193,92,"University of California, Los Angeles"
Lester Hudson,190,86,University of Tennessee at Martin
Chris Hunter,211,108,University of Michigan
Serge Ibaka,208,106,
Cedric Jackson,190,86,Cleveland State University
Othyus Jeffers,196,90,Robert Morris University (IL)
Brandon Jennings,185,77,
Jonas Jerebko,208,104,
James Johnson,206,113,Wake Forest University
Oliver Lafayette,188,86,University of Houston
Marcus Landry,201,104,University of Wisconsin
Ty Lawson,180,88,University of North Carolina
Wesley Matthews,185,77,University of Wisconsin
Eric Maynor,190,79,Virginia Commonwealth University
Jodie Meeks,193,95,University of Kentucky
Patty Mills,203,111,Louisiana Tech University
Byron Mullens,213,124,Ohio State University
A.J. Price,213,124,
DaJuan Summers,203,104,Georgetown University
Jermaine Taylor,193,79,Texas Tech University
Jeff Teague,188,84,Wake Forest University
Garrett Temple,198,88,Louisiana State University
Hasheem Thabeet,221,119,University of Connecticut
Marcus Thornton,193,92,Louisiana State University
Terrence Williams,198,99,University of Louisville
Sam Young,198,99,University of Pittsburgh
Jeff Adrien,201,111,University of Connecticut
Solomon Alabi,216,113,Florida State University
Cole Aldrich,211,113,University of Kansas
Al-Farouq Aminu,206,99,Wake Forest University
James Anderson,198,96,Oklahoma State University
Omer Asik,213,115,
Luke Babbitt,206,102,"University of Nevada, Reno"
Eric Bledsoe,185,86,University of Kentucky
Trevor Booker,203,103,Clemson University
Craig Brackins,208,104,Iowa State University
Avery Bradley,188,81,University of Texas at Austin
Derrick Caracter,206,124,University of Texas at El Paso
Sherron Collins,180,92,University of Kansas
Marcus Cousin,211,111,University of Houston
DeMarcus Cousins,211,122,University of Kentucky
Jordan Crawford,196,95,University of Kentucky
Ed Davis,208,108,University of North Carolina
Zabian Dowdell,190,86,Virginia Polytechnic Institute and State University
Devin Ebanks,206,97,West Virginia University
Semih Erden,213,108,
Jeremy Evans,206,90,Western Kentucky University
Patrick Ewing,213,108,Georgetown University
Christian Eyenga,196,95,
Derrick Favors,208,120,Georgia Institute of Technology
Landry Fields,201,95,Stanford University
Gary Forbes,201,99,University of Massachusetts Amherst
Paul George,206,99,"California State University, Fresno"
Blake Griffin,208,113,University of Oklahoma
Luke Harangody,203,111,University of Notre Dame
Manny Harris,196,83,University of Michigan
Gordon Hayward,203,102,Butler University
Lazar Hayward,198,102,Marquette University
Xavier Henry,198,99,University of Kansas
Damion James,201,102,University of Texas at Austin
Eugene Jeter,180,79,University of Portland
Armon Johnson,196,107,Bemidji State University
Chris Johnson,183,77,University of California
Wesley Johnson,201,97,Syracuse University
Dominique Jones,203,99,Mississippi State University
Gani Lawal,206,106,Georgia Institute of Technology
Jeremy Lin,190,90,Harvard University
Greg Monroe,211,120,Georgetown University
Timofey Mozgov,216,124,
Hamady N'Diaye,213,106,Rutgers University
Gary Neal,193,95,Towson University
Larry Owens,201,95,Oral Roberts University
Patrick Patterson,206,104,University of Kentucky
Nikola Pekovic,211,139,
Dexter Pittman,211,139,University of Texas at Austin
Quincy Pondexter,201,99,University of Washington
Andy Rautins,193,86,Syracuse University
Samardo Samuels,206,117,University of Louisville
Larry Sanders,211,106,Virginia Commonwealth University
Kevin Seraphin,206,129,
Mustafa Shakur,190,86,University of Arizona
Garret Siler,211,138,Augusta State University
Ish Smith,183,79,Wake Forest University
Tiago Splitter,211,111,
Lance Stephenson,196,104,University of Cincinnati
Pape Sy,201,102,
Evan Turner,201,99,Ohio State University
Ekpe Udoh,208,108,Baylor University
Ben Uzoh,190,92,University of Tulsa
Greivis Vasquez,198,98,University of Maryland
John Wall,193,88,University of Kentucky
Willie Warren,193,92,University of Oklahoma
Hassan Whiteside,213,120,Marshall University
Lavoy Allen,206,117,Temple University
Gustavo Ayon,208,113,
Keith Benson,208,106,Indiana University
Bismack Biyombo,206,115,
MarShon Brooks,196,90,Providence College
Alec Burks,198,97,University of Colorado
Jimmy Butler,201,99,Marquette University
Derrick Byars,201,99,Vanderbilt University
Norris Cole,188,79,Cleveland State University
Eric Dawson,206,113,Midwestern State University
Justin Dentmon,180,83,University of Washington
Jerome Dyson,190,81,University of Connecticut
Kenneth Faried,203,103,Morehead State University
Jeff Foote,213,120,Cornell University
Courtney Fortson,180,83,University of Arkansas
Jimmer Fredette,188,88,Brigham Young University
Mickell Gladness,211,99,Alabama A&M University
Andrew Goudelock,190,90,College of Charleston
Jordan Hamilton,178,72,University of North Texas
Justin Harper,208,102,University of Richmond
Josh Harrellson,208,124,University of Kentucky
Terrel Harris,196,86,Oklahoma State University
Tobias Harris,190,86,University of New Orleans
Cory Higgins,196,81,University of Colorado
Darington Hobson,201,95,University of New Mexico
Tyler Honeycutt,203,85,"University of California, Los Angeles"
Dennis Horner,206,104,North Carolina State University
Kyrie Irving,190,87,Duke University
Reggie Jackson,190,94,Boston College
Charles Jenkins,190,99,Hofstra University
Carldell Johnson,178,81,University of Alabama at Birmingham
Ivan Johnson,203,104,University of Oregon
JaJuan Johnson,206,113,Wake Forest University
Jerome Jordan,213,114,University of Tulsa
Cory Joseph,190,87,University of Texas at Austin
Enes Kanter,211,111,
D.J. Kennedy,211,111,
Brandon Knight,178,78,Stanford University
Malcolm Lee,196,90,"University of California, Los Angeles"
Kawhi Leonard,201,104,San Diego State University
Travis Leslie,193,92,University of Georgia
Jon Leuer,208,103,University of Wisconsin
DeAndre Liggins,198,94,University of Kentucky
Shelvin Mack,190,92,Butler University
Vernon Macklin,208,102,University of Florida
E'Twaun Moore,208,102,
Darius Morris,193,86,University of Michigan
Marcus Morris,188,88,Northwestern University
Markieff Morris,188,88,Northwestern University
Daniel Orton,208,115,University of Kentucky
Jeremy Pargo,188,99,Gonzaga University
Chandler Parsons,208,104,University of Florida
Ryan Reid,203,105,Florida State University
Ricky Rubio,193,87,
Josh Selby,188,83,University of Kansas
Iman Shumpert,196,99,Georgia Institute of Technology
Xavier Silas,196,92,Northern Illinois University
Chris Singleton,203,104,Florida State University
Donald Sloan,190,92,Texas A&M University
Jerry Smith,188,86,University of Louisville
Nolan Smith,188,83,Duke University
Greg Stiemsma,211,117,University of Wisconsin
Julyan Stone,198,90,University of Texas at El Paso
Isaiah Thomas,185,81,Indiana University
Lance Thomas,203,106,Duke University
Malcolm Thomas,206,102,San Diego State University
Trey Thompkins,206,107,University of Texas at Austin
Klay Thompson,201,97,Washington State University
Mychel Thompson,208,102,University of Minnesota
Tristan Thompson,206,107,University of Texas at Austin
Jeremy Tyler,208,117,
Edwin Ubiles,198,92,Siena College
Jan Vesely,211,108,
Nikola Vucevic,213,117,University of Southern California
Kemba Walker,203,95,University of Kentucky
Derrick Williams,190,90,University of Illinois at Urbana-Champaign
Elliot Williams,196,86,University of Memphis
Jordan Williams,188,83,New Mexico State University
Chris Wright,203,102,University of Dayton
Quincy Acy,201,108,Baylor University
Josh Akognon,180,83,"California State University, Fullerton"
Harrison Barnes,190,92,Northeastern University
Will Barton,198,79,University of Memphis
Aron Baynes,208,117,Washington State University
Kent Bazemore,196,91,Old Dominion University
Bradley Beal,196,93,University of Florida
Patrick Beverley,185,83,University of Arkansas
Victor Claver,206,101,
Chris Copeland,206,108,University of Colorado
Jae Crowder,198,106,Marquette University
Jared Cunningham,193,88,Oregon State University
Anthony Davis,206,97,University of Texas at El Paso
Nando De,206,97,
Andre Drummond,211,126,University of Connecticut
Kim English,198,90,University of Missouri
Festus Ezeli,211,115,Vanderbilt University
