Year,Player,Pos,Age,Tm
1967,Tom Sanders*,SF,28,BOS
1967,Dave Schellhase,PG,22,CHI
1967,Ray Scott,C-PF,28,TOT
1967,Ray Scott,C,28,DET
1967,Ray Scott,PF,28,BAL
1967,Larry Siegfried,PG,27,BOS
1967,Paul Silas,PF,23,STL
1967,Jerry Sloan*,SG,24,CHI
1967,Adrian Smith,SG,30,CIN
1967,Dick Snyder,SG,22,STL
1967,Dave Stallworth,SF,25,NYK
1967,Joe Strawder,C,26,DET
1967,Rod Thorn,PG,25,STL
1967,Nate Thurmond*,C,25,SFW
1967,Gene Tormohlen,C,29,STL
1967,John Tresvant,PF,27,DET
1967,Dick Van,SG,23,NYK
1967,Tom Van,SG,23,DET
1967,Chico Vaughn,SG,26,DET
1967,Chet Walker*,SF,26,PHI
1967,Gerry Ward,SG,25,CHI
1967,Jim Ware,PF,22,CIN
1967,Ben Warley,SF,30,BAL
1967,Bob Warlick,SG,25,SFW
1967,Jim Washington,PF,23,CHI
1967,Ron Watts,F,23,BOS
1967,Bob Weiss,PG,24,PHI
1967,Walt Wesley,C,22,CIN
1967,Jerry West*,PG,28,LAL
1967,Lenny Wilkens*,PG,29,STL
1967,George Wilson,C,24,TOT
1967,George Wilson,C,24,CIN
1967,George Wilson,C,24,CHI
,,,,
1968,Bud Acton,SF,26,SDR
1968,Henry Akin,C,23,SEA
1968,Cliff Anderson,SG,23,LAL
1968,Al Attles,PG,31,SFW
1968,Jim Barnes,PF,26,TOT
1968,Jim Barnes,PF,26,LAL
1968,Jim Barnes,PF,26,CHI
1968,Dick Barnett,SG,31,NYK
1968,Jim Barnett,SG,23,SDR
1968,John Barnhill,PG,29,SDR
1968,Elgin Baylor*,SF,33,LAL
1968,Zelmo Beaty*,C,28,STL
1968,Walt Bellamy*,C,28,NYK
1968,Dave Bing*,PG,24,DET
1968,John Block,C,23,SDR
1968,Bob Boozer,PF,30,CHI
1968,Nate Bowman,C,24,NYK
1968,Bill Bradley*,SF,24,NYK
1968,Bill Bridges,PF,28,STL
1968,Tyrone Britt,SG,23,SDR
1968,Em Bryant,PG,29,NYK
1968,Jim Burns,SG,22,CHI
1968,Jim Caldwell,C,25,NYK
1968,Joe Caldwell,SF,26,STL
1968,George Carter,SF,24,DET
1968,Wilt Chamberlain*,C,31,PHI
1968,Len Chappell,C-PF,27,TOT
1968,Len Chappell,PF,27,CIN
1968,Len Chappell,C,27,DET
1968,Archie Clark,PG,26,LAL
1968,Barry Clemens,SF,24,CHI
1968,Larry Costello,PG,36,PHI
1968,Mel Counts,PF,26,LAL
1968,Freddie Crawford,SG,26,TOT
1968,Freddie Crawford,SG,26,NYK
1968,Freddie Crawford,SG,26,LAL
1968,Billy Cunningham*,SF,24,PHI
1968,Jim Davis,C,26,STL
1968,Dave DeBusschere*,SF,27,DET
1968,Connie Dierking,C,31,CIN
1968,Bill Dinwiddie,SF,24,CIN
1968,Terry Dischinger,SF,27,DET
1968,Sonny Dove,PF,22,DET
1968,Johnny Egan,PG,29,BAL
1968,Joe Ellis,SF,23,SFW
1968,Leroy Ellis,C,27,BAL
1968,Wayne Embry*,C,30,BOS
1968,Keith Erickson,SF,23,CHI
1968,Bob Ferry,C,30,BAL
1968,Ron Filipek,F,23,PHI
1968,Hank Finkel,C,25,SDR
1968,Jim Fox,C,24,TOT
1968,Jim Fox,C,24,CIN
1968,Jim Fox,C,24,DET
1968,Walt Frazier*,PG,22,NYK
1968,Dave Gambee,PF,30,SDR
1968,Gail Goodrich*,SG,24,LAL
1968,Mal Graham,PG,22,BOS
1968,Gary Gray,SG,22,CIN
1968,Johnny Green,PF,34,TOT
1968,Johnny Green,PF,34,SDR
1968,Johnny Green,PF,34,PHI
1968,Hal Greer*,SG,31,PHI
1968,Matt Guokas,SG,23,PHI
1968,Happy Hairston,PF,25,TOT
1968,Happy Hairston,PF,25,CIN
1968,Happy Hairston,PF,25,DET
1968,Dennis Hamilton,PF,23,LAL
1968,Reggie Harding,C,25,CHI
1968,Clem Haskins,PG,24,CHI
1968,John Havlicek*,SG,27,BOS
1968,Tom Hawkins,PF,31,LAL
1968,Walt Hazzard,PG,25,SEA
1968,Fred Hetzel,SF,25,SFW
1968,Bailey Howell*,PF,31,BOS
1968,Lou Hudson,SG,23,STL
1968,Darrall Imhoff,C,29,LAL
1968,Al Jackson,G,24,CIN
1968,Luke Jackson,PF,26,PHI
1968,Phil Jackson*,PF,22,NYK
1968,Gus Johnson*,SF,29,BAL
1968,Neil Johnson,PF,24,NYK
1968,Johnny Jones,SF,24,BOS
1968,Nick Jones,PG,22,SDR
1968,Sam Jones*,PG,34,BOS
1968,Wali Jones,PG,25,PHI
1968,Toby Kimball,PF,25,SDR
1968,Jim King,PG,26,SFW
1968,Don Kojis,SF,29,SDR
1968,Howard Komives,PG,26,NYK
1968,Tommy Kron,SG,24,SEA
1968,Rudy LaRusso,PF,30,SFW
1968,Dave Lattin,PF,24,SFW
1968,Clyde Lee,C,23,SFW
1968,George Lee,F-G,31,SFW
1968,George Lehmann,PG,25,STL
1968,Bobby Lewis,SG,22,SFW
1968,Paul Long,SG,23,DET
1968,Plummer Lott,SF,22,SEA
1968,Kevin Loughery,PG,27,BAL
1968,Bob Love,SF,25,CIN
1968,Jerry Lucas*,PF,27,CIN
1968,Ed Manning,PF,24,BAL
1968,Jack Marin,SF,23,BAL
1968,Jon McGlocklin,SG,24,SDR
1968,Stan McKenzie,SG,23,BAL
1968,McCoy McLemore,SF,25,CHI
1968,Bill Melchionni,PG,23,PHI
1968,Tom Meschery,SF,29,SEA
1968,Eddie Miles,SG,27,DET
1968,Jay Miller,SF,24,STL
1968,Earl Monroe*,SG,23,BAL
1968,Erwin Mueller,C-PF,23,TOT
1968,Erwin Mueller,PF,23,CHI
1968,Erwin Mueller,C,23,LAL
1968,Jeff Mullins,SG,25,SFW
1968,Dorie Murrey,PF,24,SEA
1968,Don Nelson*,SF,27,BOS
1968,Don Ohl,PG,31,TOT
1968,Don Ohl,PG,31,BAL
1968,Don Ohl,PG,31,STL
1968,Bud Olsen,PF,27,SEA
1968,George Patterson,C,28,DET
1968,Willis Reed*,PF,25,NYK
1968,Jim Reid,F,22,PHI
1968,Pat Riley*,SG,22,SDR
1968,Oscar Robertson*,PG,29,CIN
1968,Flynn Robinson,PG,26,TOT
1968,Flynn Robinson,PG,26,CIN
1968,Flynn Robinson,PG,26,CHI
1968,Guy Rodgers*,PG,32,TOT
1968,Guy Rodgers*,PG,32,CHI
1968,Guy Rodgers*,PG,32,CIN
1968,Bob Rule,C,23,SEA
1968,Bill Russell*,C,33,BOS
1968,Cazzie Russell,SF,23,NYK
1968,Tom Sanders*,SF,29,BOS
1968,Dave Schellhase,PG,23,CHI
1968,Ray Scott,PF,29,BAL
1968,Larry Siegfried,PG,28,BOS
1968,Paul Silas,PF,24,STL
1968,Jerry Sloan*,SG,25,CHI
1968,Adrian Smith,SG,31,CIN
1968,Dick Snyder,SG,23,STL
1968,Craig Spitzer,C,22,CHI
1968,Joe Strawder,C,27,DET
1968,Tom Thacker,SG,28,BOS
1968,Rod Thorn,SG,26,SEA
1968,Nate Thurmond*,C,26,SFW
1968,Gene Tormohlen,C,30,STL
1968,John Tresvant,PF,28,TOT
1968,John Tresvant,PF,28,DET
1968,John Tresvant,PF,28,CIN
1968,Al Tucker,PF,24,SEA
1968,Bill Turner,SF,23,SFW
1968,Dick Van,SG,24,NYK
1968,Tom Van,SG-SF,24,TOT
1968,Tom Van,SG,24,DET
1968,Tom Van,SF,24,CIN
1968,Chet Walker*,SF,27,PHI
1968,Jimmy Walker,SG,23,DET
1968,Jim Ware,PF,23,SDR
1968,Bob Warlick,SG,26,SFW
1968,Jim Washington,C,24,CHI
1968,Bob Weiss,PG,25,SEA
1968,Rick Weitzman,SG,21,BOS
1968,Walt Wesley,C,23,CIN
1968,Jerry West*,SG,29,LAL
1968,Roland West,G,23,BAL
1968,John Wetzel,SF,23,LAL
1968,Ken Wilburn,SF,23,CHI
1968,Lenny Wilkens*,PG,30,STL
1968,Art Williams,PG,28,SDR
1968,George Wilson,C,25,SEA
1968,Tom Workman,F-C,23,TOT
1968,Tom Workman,F-C,23,STL
1968,Tom Workman,F-C,23,BAL
,,,,
1969,Zaid Abdul-Aziz,C,22,TOT
1969,Zaid Abdul-Aziz,C-F,22,CIN
1969,Zaid Abdul-Aziz,C,22,MIL
1969,Rick Adelman,PG,22,SDR
1969,Bob Allen,PF,22,SFW
1969,Cliff Anderson,SG,24,LAL
1969,Al Attles,PG,32,SFW
1969,Harry Barnes,SF,23,SDR
1969,Jim Barnes,C-PF,27,TOT
1969,Jim Barnes,PF,27,CHI
1969,Jim Barnes,C,27,BOS
1969,Dick Barnett,SG,32,NYK
1969,Jim Barnett,SG,24,SDR
1969,John Barnhill,PG,30,BAL
1969,Elgin Baylor*,SF,34,LAL
1969,Zelmo Beaty*,C,29,ATL
1969,Walt Bellamy*,C,29,TOT
1969,Walt Bellamy*,C,29,NYK
1969,Walt Bellamy*,C,29,DET
1969,Ed Biedenbach,G,23,PHO
1969,Dave Bing*,PG,25,DET
1969,John Block,PF,24,SDR
1969,Tom Boerwinkle,C,23,CHI
1969,Bob Boozer,PF,31,CHI
1969,Nate Bowman,C,25,NYK
1969,Bill Bradley*,SF,25,NYK
1969,Bill Bridges,PF,29,ATL
1969,Em Bryant,PG,30,BOS
1969,Joe Caldwell,SG,27,ATL
1969,Jay Carty,PF,27,LAL
1969,Wilt Chamberlain*,C,32,LAL
1969,Don Chaney,SG,22,BOS
1969,Len Chappell,PF,28,MIL
1969,Archie Clark,SG,27,PHI
1969,Barry Clemens,SF,25,CHI
1969,Mel Counts,PF,27,LAL
1969,Freddie Crawford,SG,27,LAL
1969,Billy Cunningham*,PF,25,PHI
1969,Dick Cunningham,C,22,MIL
1969,Jim Davis,C,27,ATL
1969,Dave DeBusschere*,PF,28,TOT
1969,Dave DeBusschere*,PF,28,DET
1969,Dave DeBusschere*,PF,28,NYK
1969,Connie Dierking,C,32,CIN
1969,Bill Dinwiddie,SF,25,CIN
1969,Terry Dischinger,SF,28,DET
1969,Sonny Dove,PF,23,DET
1969,Johnny Egan,PG,30,LAL
1969,Joe Ellis,SF,24,SFW
1969,Leroy Ellis,C,28,BAL
1969,Wayne Embry*,C,31,MIL
1969,Keith Erickson,SG,24,LAL
1969,Bob Ferry,C,31,BAL
1969,Hank Finkel,C,26,SDR
1969,Fred Foster,SF,22,CIN
1969,Jim Fox,C,25,TOT
1969,Jim Fox,C,25,DET
1969,Jim Fox,C,25,PHO
1969,Walt Frazier*,PG,23,NYK
1969,Pat Frink,SG,23,CIN
1969,Dave Gambee,SF,31,TOT
1969,Dave Gambee,SF,31,MIL
1969,Dave Gambee,SF,31,DET
1969,Gail Goodrich*,PG,25,PHO
1969,Mal Graham,PG,23,BOS
1969,Johnny Green,PF,35,PHI
1969,Hal Greer*,SG,32,PHI
1969,Gary Gregor,PF,23,PHO
1969,Richie Guerin*,SG,36,ATL
1969,Matt Guokas,SF,24,PHI
1969,Al Hairston,SG,23,SEA
1969,Happy Hairston,PF,26,DET
1969,Shaler Halimon,SF,23,PHI
1969,Dennis Hamilton,PF,24,ATL
1969,Skip Harlicka,PG,22,ATL
1969,Art Harris,SG,22,SEA
1969,Clem Haskins,PG,25,CHI
1969,John Havlicek*,SG,28,BOS
1969,Tom Hawkins,SF,32,LAL
1969,Elvin Hayes*,C,23,SDR
1969,Walt Hazzard,PG,26,ATL
1969,Fred Hetzel,SF,26,TOT
1969,Fred Hetzel,SF,26,MIL
1969,Fred Hetzel,SF,26,CIN
1969,Bill Hewitt,PF,24,LAL
1969,Bill Hosket,PF,22,NYK
1969,Bailey Howell*,PF,32,BOS
1969,Lou Hudson,SF,24,ATL
1969,Darrall Imhoff,C,30,PHI
1969,Luke Jackson,C,27,PHI
1969,Phil Jackson*,PF,23,NYK
1969,Gus Johnson*,PF,30,BAL
1969,Neil Johnson,PF,25,PHO
1969,Rich Johnson,C,22,BOS
1969,Sam Jones*,SG,35,BOS
1969,Wali Jones,PG,26,PHI
1969,Bob Kauffman,C,22,SEA
1969,Joe Kennedy,SF,22,SEA
1969,Toby Kimball,PF,26,SDR
1969,Jim King,PG,27,SFW
1969,Rod Knowles,F-C,22,PHO
1969,Don Kojis,SF,30,SDR
1969,Howard Komives,PG,27,TOT
1969,Howard Komives,PG,27,NYK
1969,Howard Komives,PG,27,DET
1969,Tommy Kron,SG,25,SEA
1969,Stu Lantz,SG,22,SDR
1969,Rudy LaRusso,SF,31,SFW
1969,Dave Lattin,PF,25,PHO
1969,Clyde Lee,PF,24,SFW
1969,George Lehmann,PG,26,ATL
1969,Bobby Lewis,SG,23,SFW
1969,Plummer Lott,SF,23,SEA
1969,Kevin Loughery,PG,28,BAL
1969,Bob Love,PF-SF,26,TOT
1969,Bob Love,SF,26,MIL
1969,Bob Love,PF,26,CHI
1969,Jerry Lucas*,PF,28,CIN
1969,Ed Manning,PF,25,BAL
1969,Jack Marin,SF,24,BAL
1969,Don May,SF,23,NYK
1969,Jon McGlocklin,SG,25,MIL
1969,Stan McKenzie,SF,24,PHO
1969,McCoy McLemore,SF,26,TOT
1969,McCoy McLemore,SF,26,PHO
1969,McCoy McLemore,SF,26,DET
1969,Tom Meschery,SF,30,SEA
1969,Eddie Miles,SG,28,DET
1969,Jay Miller,SF,25,MIL
1969,Earl Monroe*,SG,24,BAL
1969,Otto Moore,C,22,DET
1969,Erwin Mueller,PF,24,TOT
1969,Erwin Mueller,PF,24,CHI
1969,Erwin Mueller,PF,24,SEA
1969,Jeff Mullins,SG,26,SFW
1969,Dorie Murrey,PF,25,SEA
1969,Don Nelson*,SF,28,BOS
1969,Dave Newmark,C,22,CHI
1969,Rich Niemann,C,22,TOT
1969,Rich Niemann,C,22,DET
1969,Rich Niemann,C,22,MIL
1969,Don Ohl,SG,32,ATL
1969,Bud Olsen,PF,28,TOT
1969,Bud Olsen,PF,28,BOS
1969,Bud Olsen,PF,28,DET
1969,Barry Orms,PG,22,BAL
1969,Charlie Paulk,PF,22,MIL
1969,Loy Petersen,SG,23,CHI
1969,Bob Quick,SF,22,BAL
1969,Craig Raymond,C,23,PHI
1969,Willis Reed*,C,26,NYK
1969,Pat Riley*,SG,23,SDR
1969,Mike Riordan,SF,23,NYK
1969,Oscar Robertson*,PG,30,CIN
1969,Flynn Robinson,PG,27,TOT
1969,Flynn Robinson,PG,27,CHI
1969,Flynn Robinson,PG,27,MIL
1969,Guy Rodgers*,PG,33,MIL
1969,Bob Rule,C,24,SEA
1969,Bill Russell*,C,34,BOS
1969,Cazzie Russell,SF,24,NYK
1969,Tom Sanders*,SF,30,BOS
1969,Dale Schlueter,C,23,SFW
1969,Ray Scott,PF,30,BAL
1969,Larry Siegfried,PG,29,BOS
1969,Paul Silas,PF,25,ATL
1969,Doug Sims,F,25,CIN
1969,Jerry Sloan*,SG,26,CHI
1969,Adrian Smith,SG,32,CIN
1969,Greg Smith,PF,22,MIL
1969,Dick Snyder,SF,24,PHO
1969,Rod Thorn,SG,27,SEA
1969,Nate Thurmond*,C,27,SFW
1969,John Trapp,SF,23,SDR
1969,John Tresvant,PF,29,TOT
1969,John Tresvant,PF,29,CIN
1969,John Tresvant,PF,29,SEA
1969,Al Tucker,PF,25,TOT
1969,Al Tucker,PF,25,SEA
1969,Al Tucker,PF,25,CIN
1969,Bill Turner,SF,24,SFW
1969,Wes Unseld*,C,22,BAL
1969,Dick Van,SG,25,PHO
1969,Tom Van,SG,25,CIN
1969,Chet Walker*,SF,28,PHI
1969,Jimmy Walker,SG,24,DET
1969,Dwight Waller,F,23,ATL
1969,Bob Warlick,SG,27,TOT
1969,Bob Warlick,SG,27,MIL
1969,Bob Warlick,SG,27,PHO
1969,Jim Washington,SF,25,CHI
1969,Bob Weiss,PG,26,TOT
1969,Bob Weiss,PG,26,MIL
1969,Bob Weiss,PG,26,CHI
1969,Walt Wesley,C,24,CIN
1969,Jerry West*,SG,30,LAL
1969,Ken Wilburn,SF,24,CHI
1969,Lenny Wilkens*,PG,31,SEA
1969,Art Williams,PG,29,SDR
1969,Cliff Williams,G,23,DET
1969,Ron Williams,PG,24,SFW
1969,Sam Williams,SG,24,MIL
1969,George Wilson,C,26,TOT
1969,George Wilson,C,26,PHO
1969,George Wilson,C,26,PHI
1969,Tom Workman,F-C,24,BAL
,,,,
1970,Zaid Abdul-Aziz,PF,23,MIL
1970,Kareem Abdul-Jabbar*,C,22,MIL
1970,Rick Adelman,PG,23,SDR
1970,Lucius Allen,PG,22,SEA
1970,Wally Anderzunas,SF,24,CIN
1970,John Arthurs,G,22,MIL
1970,Al Attles,PG,33,SFW
1970,Jim Barnes,C,28,BOS
1970,Dick Barnett,SG,33,NYK
1970,Jim Barnett,SG,25,SDR
1970,Johnny Baum,SF,23,CHI
1970,Elgin Baylor*,SF,35,LAL
1970,Butch Beard,PG,22,ATL
1970,Walt Bellamy*,C,30,TOT
1970,Walt Bellamy*,C,30,DET
1970,Walt Bellamy*,C,30,ATL
1970,Dave Bing*,PG,26,DET
1970,John Block,PF,25,SDR
1970,Tom Boerwinkle,C,24,CHI
1970,Bob Boozer,PF,32,SEA
1970,Nate Bowman,C,26,NYK
1970,Bill Bradley*,SF,26,NYK
1970,Bill Bridges,PF,30,ATL
1970,Em Bryant,PG,31,BOS
1970,Joe Caldwell,SG,28,ATL
1970,Fred Carter,SG,24,BAL
1970,Wilt Chamberlain*,C,33,LAL
1970,Jerry Chambers,SF,26,PHO
1970,Don Chaney,SG,23,BOS
1970,Len Chappell,SF,29,MIL
1970,Archie Clark,PG,28,PHI
1970,Barry Clemens,SF,26,SEA
1970,Mel Counts,C,28,LAL
1970,Bob Cousy*,PG,41,CIN
1970,Freddie Crawford,SG,28,MIL
1970,Billy Cunningham*,SF,26,PHI
1970,Dick Cunningham,C,23,MIL
1970,Bob Dandridge,SF,22,MIL
1970,Jim Davis,C,28,ATL
1970,Mike Davis,SG,23,BAL
1970,Dave DeBusschere*,PF,29,NYK
1970,Connie Dierking,C,33,CIN
1970,Terry Dischinger,SF,29,DET
1970,Johnny Egan,PG,31,LAL
1970,Joe Ellis,SF,25,SFW
1970,Leroy Ellis,C,29,BAL
1970,Keith Erickson,SF,25,LAL
1970,Hank Finkel,C,27,BOS
1970,Fred Foster,SF,23,CIN
1970,Jim Fox,C,26,PHO
1970,Walt Frazier*,PG,24,NYK
1970,Dave Gambee,SF,32,SFW
1970,Dick Garrett,SG,23,LAL
1970,Herm Gilliam,SG,23,CIN
1970,Gail Goodrich*,PG,26,PHO
1970,Bob Greacen,SF,22,MIL
1970,Johnny Green,PF,36,CIN
1970,Lamar Green,PF,22,PHO
1970,Hal Greer*,SG,33,PHI
1970,Gary Gregor,SF,24,ATL
1970,Richie Guerin*,SG,37,ATL
1970,Matt Guokas,SG,25,PHI
1970,Al Hairston,SG,24,SEA
1970,Happy Hairston,PF,27,TOT
1970,Happy Hairston,PF,27,DET
1970,Happy Hairston,PF,27,LAL
1970,Shaler Halimon,SG,24,CHI
1970,Art Harris,SG,23,TOT
1970,Art Harris,SG,23,SEA
1970,Art Harris,SG,23,PHO
1970,Clem Haskins,SG,26,CHI
1970,John Havlicek*,SG,29,BOS
1970,Connie Hawkins*,SF,27,PHO
1970,Elvin Hayes*,C,24,SDR
1970,Walt Hazzard,PG,27,ATL
1970,Brian Heaney,G,23,BAL
1970,Fred Hetzel,SF,27,PHI
1970,Bill Hewitt,PF,25,TOT
1970,Bill Hewitt,PF,25,LAL
1970,Bill Hewitt,PF,25,DET
1970,Bill Hosket,PF,23,NYK
1970,Bailey Howell*,PF,33,BOS
1970,Lou Hudson,SF,25,ATL
1970,Darrall Imhoff,C,31,PHI
1970,Luke Jackson,PF,28,PHI
1970,Gus Johnson*,PF,31,BAL
1970,Neil Johnson,PF,26,PHO
1970,Rich Johnson,C,23,BOS
1970,Wali Jones,PG,27,PHI
1970,Bob Kauffman,PF,23,CHI
1970,Joe Kennedy,SF,23,SEA
1970,Toby Kimball,PF,27,SDR
1970,Jim King,PG,28,TOT
1970,Jim King,PG,28,SFW
1970,Jim King,PG,28,CIN
1970,Don Kojis,SF,31,SDR
1970,Howard Komives,PG,28,DET
1970,Steve Kuberski,PF,22,BOS
1970,Stu Lantz,PG,23,SDR
1970,Clyde Lee,C,25,SFW
1970,Bobby Lewis,SG,24,SFW
1970,Paul Long,SG,25,DET
1970,Kevin Loughery,SG,29,BAL
1970,Bob Love,PF,27,CHI
1970,Jerry Lucas*,PF,29,TOT
1970,Jerry Lucas*,PF,29,CIN
1970,Jerry Lucas*,PF,29,SFW
1970,Mike Lynn,SF,24,LAL
1970,Ed Manning,SF-PF,26,TOT
1970,Ed Manning,PF,26,BAL
1970,Ed Manning,SF,26,CHI
1970,Jack Marin,SF,25,BAL
1970,Don May,SF,24,NYK
1970,Willie McCarter,SG,23,LAL
1970,Jon McGlocklin,SG,26,MIL
1970,Stan McKenzie,SF,25,PHO
1970,McCoy McLemore,SF,27,DET
1970,Tom Meschery,SF,31,SEA
1970,Eddie Miles,SG,29,TOT
1970,Eddie Miles,SG,29,DET
1970,Eddie Miles,SG,29,BAL
1970,Steve Mix,SF,22,DET
1970,Earl Monroe*,PG,25,BAL
1970,Otto Moore,C,23,DET
1970,Erwin Mueller,PF,25,TOT
1970,Erwin Mueller,PF,25,SEA
1970,Erwin Mueller,PF,25,DET
1970,Jeff Mullins,SG,27,SFW
1970,Dorie Murrey,C,26,SEA
1970,Don Nelson*,PF,29,BOS
1970,Dave Newmark,C,23,ATL
1970,Rich Niemann,C,23,BOS
1970,Grady O'Malley,F,21,ATL
1970,Bud Ogden,SF,23,PHI
1970,Don Ohl,SG,33,ATL
1970,Loy Petersen,SG,24,CHI
1970,Bob Portman,SG,22,SFW
1970,Bob Quick,SF,23,TOT
1970,Bob Quick,SF,23,BAL
1970,Bob Quick,SF,23,DET
1970,Luther Rackley,C,23,CIN
1970,Willis Reed*,C,27,NYK
1970,George Reynolds,G,22,DET
1970,Pat Riley*,SF,24,SDR
1970,Mike Riordan,SG,24,NYK
1970,Rick Roberson,C,22,LAL
1970,Oscar Robertson*,PG,31,CIN
1970,Flynn Robinson,PG,28,MIL
1970,Guy Rodgers*,PG,34,MIL
1970,Bob Rule,C,25,SEA
1970,Cazzie Russell,SF,25,NYK
1970,Tom Sanders*,SF,31,BOS
1970,Dale Schlueter,C,24,SFW
1970,Dave Scholz,F,21,PHI
1970,Ray Scott,PF,31,BAL
1970,Larry Siegfried,PG,30,BOS
1970,Paul Silas,PF,26,PHO
1970,Jerry Sloan*,SF,27,CHI
1970,Adrian Smith,SG,33,TOT
1970,Adrian Smith,SG,33,CIN
1970,Adrian Smith,SG,33,SFW
1970,Bingo Smith,SF,23,SDR
1970,Greg Smith,PF,23,MIL
1970,Dick Snyder,SG,25,TOT
1970,Dick Snyder,G-F,25,PHO
1970,Dick Snyder,SG,25,SEA
1970,Dave Stallworth,SF,28,NYK
1970,Rod Thorn,SG,28,SEA
1970,Nate Thurmond*,C,28,SFW
1970,Gene Tormohlen,C,32,ATL
1970,John Trapp,SF,24,SDR
1970,John Tresvant,PF,30,TOT
1970,John Tresvant,PF,30,SEA
1970,John Tresvant,PF,30,LAL
1970,Al Tucker,PF,26,TOT
1970,Al Tucker,PF,26,CHI
1970,Al Tucker,PF,26,BAL
1970,Bill Turner,PF-SF,25,TOT
1970,Bill Turner,SF,25,SFW
1970,Bill Turner,PF,25,CIN
1970,Wes Unseld*,C,23,BAL
1970,Dick Van,SG,26,PHO
1970,Tom Van,SF,26,CIN
1970,Norm Van,PG,22,CIN
1970,Neal Walk,C,21,PHO
1970,Chet Walker*,SF,29,CHI
1970,Jimmy Walker,SG,25,DET
1970,John Warren,SG,22,NYK
1970,Jim Washington,PF,26,PHI
1970,Bob Weiss,PG,27,CHI
1970,Walt Wesley,C,25,CHI
1970,Jerry West*,PG,31,LAL
1970,Jo Jo,PG,23,BOS
1970,Lenny Wilkens*,PG,32,SEA
1970,Art Williams,PG,30,SDR
1970,Bernie Williams,SG,24,SDR
1970,Ron Williams,PG,25,SFW
1970,Sam Williams,SG,25,MIL
1970,George Wilson,C,27,PHI
1970,Lee Winfield,PG,22,SEA
1970,Tom Workman,F-C,25,DET
,,,,
1971,Zaid Abdul-Aziz,C,24,SEA
1971,Kareem Abdul-Jabbar*,C,23,MIL
1971,Don Adams,SF,23,SDR
1971,Rick Adelman,PG,24,POR
1971,Lucius Allen,PG,23,MIL
1971,Cliff Anderson,SG,26,TOT
1971,Cliff Anderson,SG,26,CLE
1971,Cliff Anderson,SG,26,PHI
1971,Tiny Archibald*,PG,22,CIN
1971,Bob Arnzen,SF,23,CIN
1971,Al Attles,PG,34,SFW
1971,Dennis Awtrey,C,22,PHI
1971,Jim Barnes,PF,29,BAL
1971,Dick Barnett,SG,34,NYK
1971,Jim Barnett,SG,26,POR
1971,Moe Barr,G,26,CIN
1971,Johnny Baum,SF,24,CHI
1971,Elgin Baylor*,SF,36,LAL
1971,Walt Bellamy*,C,31,ATL
1971,Dave Bing*,PG,27,DET
1971,Tom Black,C,29,TOT
1971,Tom Black,C,29,SEA
1971,Tom Black,C,29,CIN
1971,John Block,PF,26,SDR
1971,Tom Boerwinkle,C,25,CHI
1971,Bob Boozer,PF,33,MIL
1971,Nate Bowman,C,27,BUF
1971,Bill Bradley*,SF,27,NYK
1971,Bill Bridges,PF,31,ATL
1971,Em Bryant,PG,32,BUF
1971,Fred Carter,SG,25,BAL
1971,Wilt Chamberlain*,C,34,LAL
1971,Jerry Chambers,SF,27,ATL
1971,Don Chaney,SG,24,BOS
1971,Len Chappell,PF,30,TOT
1971,Len Chappell,F-C,30,CLE
1971,Len Chappell,PF,30,ATL
1971,Bob Christian,C,24,ATL
1971,Archie Clark,PG,29,PHI
1971,Barry Clemens,SF,27,SEA
1971,Jimmy Collins,SG,24,CHI
1971,Joe Cooke,SG,22,CLE
1971,Mel Counts,C,29,PHO
1971,Dave Cowens*,C,22,BOS
1971,Freddie Crawford,SG,29,TOT
1971,Freddie Crawford,SG,29,BUF
1971,Freddie Crawford,SG,29,PHI
1971,Pete Cross,C,22,SEA
1971,Billy Cunningham*,SF,27,PHI
1971,Dick Cunningham,C,24,MIL
1971,Bob Dandridge,SF,23,MIL
1971,Jim Davis,C,29,ATL
1971,Mike Davis,SG,24,BUF
1971,Dave DeBusschere*,PF,30,NYK
1971,Connie Dierking,C,34,TOT
1971,Connie Dierking,C,34,CIN
1971,Connie Dierking,C,34,PHI
1971,Bill Dinwiddie,PF,27,BOS
1971,Terry Dischinger,SF,30,DET
1971,Terry Driscoll,PF,23,DET
1971,Johnny Egan,PG,32,TOT
1971,Johnny Egan,PG,32,CLE
1971,Johnny Egan,PG,32,SDR
1971,Joe Ellis,SF,26,SFW
1971,Leroy Ellis,C,30,POR
1971,Claude English,F,24,POR
1971,Keith Erickson,SF,26,LAL
1971,Greg Fillmore,C,23,NYK
1971,Hank Finkel,C,28,BOS
1971,Levi Fontaine,SG,22,SFW
1971,Jake Ford,G,24,SEA
1971,Fred Foster,SF,24,TOT
1971,Fred Foster,SF,24,CIN
1971,Fred Foster,SF,24,PHI
1971,Jim Fox,C,27,CHI
1971,Walt Frazier*,PG,25,NYK
1971,Gary Freeman,SF,22,TOT
1971,Gary Freeman,SF,22,MIL
1971,Gary Freeman,SF,22,CLE
1971,Dick Garrett,PG,24,BUF
1971,Herm Gilliam,SG,24,BUF
1971,Walt Gilmore,PF,23,POR
1971,Gail Goodrich*,SG,27,LAL
1971,Bob Greacen,SF,23,MIL
1971,Johnny Green,PF,37,CIN
1971,Lamar Green,PF,23,PHO
1971,Hal Greer*,SG,34,PHI
